time,FIT101,MV101,LIT101,P101,FIT201,LIT301
2023-07-10T15:31:51,2.55,1,0.818888888888889,0,0.0,0.864444444444426
2023-07-10T15:31:52,2.55,0,0.866111111111111,0,0.0,0.983333333333333
2023-07-10T15:31:53,0.0,0,0.838888888888889,1,2.45,0.973703703703704
2023-07-10T15:31:54,0.0,0,0.793518518518519,1,2.45,0.991296296296296
2023-07-10T15:31:55,0.0,0,0.748148148148149,1,2.45,1.00888888888889
2023-07-10T15:31:56,0.0,0,0.730000000000001,0,0.0,1.00833333333333
2023-07-10T15:31:57,0.0,0,0.730000000000001,0,0.0,0.980555555555555
2023-07-10T15:31:58,0.0,0,0.730000000000001,0,0.0,0.952777777777778
2023-07-10T15:31:59,0.0,0,0.730000000000001,0,0.0,0.925
2023-07-10T15:32:00,0.0,0,0.730000000000001,0,0.0,0.897222222222222
2023-07-10T15:32:01,0.0,0,0.730000000000001,0,0.0,0.875
2023-07-10T15:32:02,0.0,0,0.730000000000001,0,0.0,0.847222222222222
2023-07-10T15:32:03,0.0,0,0.730000000000001,0,0.0,0.819444444444445
2023-07-10T15:32:04,0.0,0,0.730000000000001,0,0.0,0.791666666666667
2023-07-10T15:32:05,0.0,0,0.693703703703705,1,2.45,0.791111111111111
2023-07-10T15:32:06,0.0,0,0.648333333333335,1,2.45,0.808703703703704
2023-07-10T15:32:07,0.0,0,0.602962962962965,1,2.45,0.826296296296296
2023-07-10T15:32:08,0.0,0,0.566666666666669,1,2.45,0.843888888888888
2023-07-10T15:32:09,0.0,0,0.521296296296299,1,2.45,0.857962962962962
2023-07-10T15:32:10,2.55,1,0.494814814814817,1,2.45,0.875555555555555
2023-07-10T15:32:11,2.55,1,0.496666666666669,1,2.45,0.893148148148147
2023-07-10T15:32:12,2.55,1,0.498518518518521,1,2.45,0.91074074074074
2023-07-10T15:32:13,2.55,1,0.500370370370373,1,2.45,0.928333333333332
2023-07-10T15:32:14,2.55,1,0.502222222222224,1,2.45,0.945925925925924
2023-07-10T15:32:15,2.55,1,0.504074074074076,1,2.45,0.963518518518517
2023-07-10T15:32:16,2.55,1,0.505925925925928,1,2.45,0.981111111111109
2023-07-10T15:32:17,2.55,1,0.507407407407409,1,2.45,0.995185185185183
2023-07-10T15:32:18,2.55,1,0.509259259259261,0,2.45,1.01277777777778
2023-07-10T15:32:19,2.55,1,0.556481481481483,0,0.0,0.994074074074072
2023-07-10T15:32:20,2.55,1,0.603703703703706,0,0.0,0.966296296296294
2023-07-10T15:32:21,2.55,1,0.650925925925928,0,0.0,0.938518518518516
2023-07-10T15:32:22,2.55,1,0.69814814814815,0,0.0,0.910740740740739
2023-07-10T15:32:23,2.55,1,0.745370370370372,0,0.0,0.882962962962961
2023-07-10T15:32:24,2.55,1,0.792592592592594,0,0.0,0.855185185185183
2023-07-10T15:32:25,0.0,0,0.811481481481483,0,0.0,0.832962962962961
2023-07-10T15:32:26,0.0,0,0.811481481481483,0,0.0,0.805185185185183
2023-07-10T15:32:27,0.0,0,0.793333333333335,1,2.45,0.78648148148148
2023-07-10T15:32:28,0.0,0,0.747962962962965,1,2.45,0.804074074074072
2023-07-10T15:32:29,0.0,0,0.702592592592595,1,2.45,0.821666666666665
2023-07-10T15:32:30,0.0,0,0.657222222222225,1,2.45,0.839259259259257
2023-07-10T15:32:31,0.0,0,0.611851851851855,1,2.45,0.856851851851849
2023-07-10T15:32:32,0.0,0,0.566481481481485,1,2.45,0.874444444444442
2023-07-10T15:32:33,0.0,0,0.521111111111115,1,2.45,0.892037037037034
2023-07-10T15:32:34,0.0,1,0.484814814814818,1,2.45,0.906111111111108
2023-07-10T15:32:35,2.55,1,0.48666666666667,1,2.45,0.9237037037037
2023-07-10T15:32:36,2.55,1,0.488518518518522,1,2.45,0.941296296296293
2023-07-10T15:32:37,2.55,1,0.490370370370374,1,2.45,0.958888888888885
2023-07-10T15:32:38,2.55,1,0.492222222222225,1,2.45,0.976481481481478
2023-07-10T15:32:39,2.55,1,0.494074074074077,1,2.45,0.99407407407407
2023-07-10T15:32:40,2.55,1,0.505000000000003,0,0.0,1.01166666666666
2023-07-10T15:32:41,2.55,1,0.552222222222225,0,0.0,0.983888888888885
2023-07-10T15:32:42,2.55,1,0.599444444444448,0,0.0,0.956111111111107
2023-07-10T15:32:43,2.55,1,0.637222222222225,0,0.0,0.933888888888885
