time,FIT101,MV101,LIT101,P101,FIT201,LIT301
2023-07-10T15:04:07,2.55,1,0.809444444444445,0,0.0,0.994444444444444
2023-07-10T15:04:08,0.0,0,0.837777777777778,0,0.0,0.966666666666667
2023-07-10T15:04:09,0.0,0,0.837777777777778,0,0.0,0.938888888888889
2023-07-10T15:04:10,0.0,0,0.837777777777778,0,0.0,0.911111111111111
2023-07-10T15:04:11,0.0,0,0.837777777777778,0,0.0,0.883333333333334
2023-07-10T15:04:12,0.0,0,0.837777777777778,0,0.0,0.855555555555556
2023-07-10T15:04:13,0.0,0,0.837777777777778,0,0.0,0.827777777777778
2023-07-10T15:04:14,0.0,0,0.837777777777778,0,0.0,0.800000000000001
2023-07-10T15:04:15,0.0,0,0.828703703703704,1,2.45,0.777777777777779
2023-07-10T15:04:16,0.0,0,0.783333333333334,1,2.45,0.795370370370371
2023-07-10T15:04:17,0.0,0,0.737962962962964,1,2.45,0.812962962962963
2023-07-10T15:04:18,0.0,0,0.692592592592594,1,2.45,0.830555555555556
2023-07-10T15:04:19,0.0,0,0.647222222222224,1,2.45,0.848148148148148
2023-07-10T15:04:20,0.0,0,0.601851851851854,1,2.45,0.86574074074074
2023-07-10T15:04:21,0.0,0,0.556481481481483,1,2.45,0.883333333333333
2023-07-10T15:04:22,0.0,0,0.511111111111113,1,2.45,0.900925925925925
2023-07-10T15:04:23,2.55,1,0.484259259259262,1,2.45,0.914999999999999
2023-07-10T15:04:24,2.55,1,0.486111111111113,1,2.45,0.932592592592592
2023-07-10T15:04:25,2.55,1,0.487962962962965,1,2.45,0.950185185185184
2023-07-10T15:04:26,2.55,1,0.489814814814817,1,2.45,0.967777777777776
2023-07-10T15:04:27,2.55,1,0.491666666666669,1,2.45,0.985370370370369
2023-07-10T15:04:28,2.55,1,0.49351851851852,1,2.45,1.00296296296296
2023-07-10T15:04:29,2.55,1,0.522592592592594,0,0.0,1.00240740740741
2023-07-10T15:04:30,2.55,1,0.569814814814817,0,0.0,0.974629629629628
2023-07-10T15:04:31,2.55,1,0.617037037037039,0,0.0,0.94685185185185
2023-07-10T15:04:32,2.55,1,0.654814814814817,0,0.0,0.924629629629628
2023-07-10T15:04:33,2.55,1,0.702037037037039,0,0.0,0.89685185185185
2023-07-10T15:04:34,2.55,1,0.749259259259261,0,0.0,0.869074074074073
2023-07-10T15:04:35,2.55,1,0.796481481481483,0,0.0,0.841296296296295
2023-07-10T15:04:36,0.0,0,0.805925925925928,0,0.0,0.813518518518517
2023-07-10T15:04:37,0.0,0,0.805925925925928,0,0.0,0.78574074074074
2023-07-10T15:04:38,0.0,0,0.769629629629632,1,2.45,0.785185185185184
2023-07-10T15:04:39,0.0,0,0.724259259259262,1,2.45,0.802777777777776
2023-07-10T15:04:40,0.0,0,0.687962962962966,1,2.45,0.820370370370369
2023-07-10T15:04:41,0.0,0,0.642592592592595,1,2.45,0.834444444444443
2023-07-10T15:04:42,0.0,0,0.597222222222225,1,2.45,0.852037037037035
2023-07-10T15:04:43,0.0,0,0.551851851851855,1,2.45,0.869629629629627
2023-07-10T15:04:44,0.0,0,0.506481481481485,1,2.45,0.88722222222222
