time,FIT101,MV101,LIT101,P101,FIT201,LIT301
2023-07-10T15:27:51,2.55,1,0.618703703703728,0,0.0,0.93555555555552
2023-07-10T15:27:52,2.55,1,0.818888888888889,0,0.0,0.988888888888889
2023-07-10T15:27:53,0.0,0,0.791666666666667,1,2.45,0.979259259259259
2023-07-10T15:27:54,0.0,0,0.746296296296297,1,2.45,0.996851851851852
2023-07-10T15:27:55,0.0,0,0.710000000000001,0,0.0,1.01444444444444
2023-07-10T15:27:56,0.0,0,0.710000000000001,0,0.0,0.986666666666666
2023-07-10T15:27:57,0.0,0,0.710000000000001,0,0.0,0.958888888888889
2023-07-10T15:27:58,0.0,0,0.710000000000001,0,0.0,0.931111111111111
2023-07-10T15:27:59,0.0,0,0.710000000000001,0,0.0,0.903333333333333
2023-07-10T15:28:00,0.0,0,0.710000000000001,0,0.0,0.881111111111111
2023-07-10T15:28:01,0.0,0,0.710000000000001,0,0.0,0.853333333333333
2023-07-10T15:28:02,0.0,0,0.710000000000001,0,0.0,0.825555555555556
2023-07-10T15:28:03,0.0,0,0.710000000000001,0,0.0,0.797777777777778
2023-07-10T15:28:04,0.0,0,0.691851851851853,1,2.45,0.779074074074074
2023-07-10T15:28:05,0.0,0,0.646481481481482,1,2.45,0.796666666666667
2023-07-10T15:28:06,0.0,0,0.601111111111112,1,2.45,0.814259259259259
2023-07-10T15:28:07,0.0,0,0.555740740740742,1,2.45,0.831851851851852
2023-07-10T15:28:08,0.0,0,0.510370370370372,1,2.45,0.849444444444444
2023-07-10T15:28:09,0.0,0,0.474074074074076,1,2.45,0.863518518518518
2023-07-10T15:28:10,2.55,1,0.475925925925928,1,2.45,0.88111111111111
2023-07-10T15:28:11,2.55,1,0.47777777777778,1,2.45,0.898703703703703
2023-07-10T15:28:12,2.55,1,0.479629629629631,1,2.45,0.916296296296295
2023-07-10T15:28:13,2.55,1,0.481481481481483,1,2.45,0.933888888888887
2023-07-10T15:28:14,2.55,1,0.483333333333335,1,2.45,0.95148148148148
2023-07-10T15:28:15,2.55,1,0.485185185185187,1,2.45,0.969074074074072
2023-07-10T15:28:16,2.55,1,0.487037037037038,1,2.45,0.986666666666665
2023-07-10T15:28:17,2.55,1,0.48851851851852,1,2.45,1.00425925925926
2023-07-10T15:28:18,2.55,1,0.517592592592594,0,0.0,1.00018518518518
2023-07-10T15:28:19,2.55,1,0.564814814814816,0,0.0,0.972407407407405
