time,FIT101,MV101,LIT101,P101,FIT201,LIT301
2023-07-10T15:48:03,2.55,0,0.818888888888889,0,0.0,0.988888888888889
2023-07-10T15:48:04,0.0,0,0.818888888888889,0,0.0,0.961111111111111
2023-07-10T15:48:05,0.0,0,0.818888888888889,0,0.0,0.933333333333334
2023-07-10T15:48:06,0.0,0,0.818888888888889,0,0.0,0.905555555555556
2023-07-10T15:48:07,0.0,0,0.818888888888889,0,0.0,0.877777777777778
2023-07-10T15:48:08,0.0,0,0.818888888888889,0,0.0,0.850000000000001
2023-07-10T15:48:09,0.0,0,0.818888888888889,0,0.0,0.822222222222223
2023-07-10T15:48:10,0.0,0,0.818888888888889,0,0.0,0.794444444444445
2023-07-10T15:48:11,0.0,0,0.809814814814815,1,2.45,0.775740740740742
2023-07-10T15:48:12,0.0,0,0.764444444444445,1,2.45,0.789814814814815
2023-07-10T15:48:13,0.0,0,0.719074074074075,1,2.45,0.807407407407408
2023-07-10T15:48:14,0.0,0,0.673703703703705,1,2.45,0.825
2023-07-10T15:48:15,0.0,0,0.628333333333334,1,2.45,0.842592592592593
2023-07-10T15:48:16,0.0,0,0.582962962962964,1,2.45,0.860185185185185
2023-07-10T15:48:17,0.0,0,0.537592592592594,1,2.45,0.877777777777777
2023-07-10T15:48:18,0.0,0,0.492222222222224,1,2.45,0.89537037037037
2023-07-10T15:48:19,2.55,1,0.475185185185187,1,2.45,0.912962962962962
2023-07-10T15:48:20,2.55,1,0.476666666666669,1,2.45,0.930555555555554
2023-07-10T15:48:21,2.55,1,0.47851851851852,1,2.45,0.944629629629628
2023-07-10T15:48:22,2.55,1,0.480370370370372,1,2.45,0.962222222222221
2023-07-10T15:48:23,2.55,1,0.482222222222224,1,2.45,0.979814814814813
2023-07-10T15:48:24,2.55,1,0.484074074074076,1,2.45,0.997407407407406
2023-07-10T15:48:25,2.55,1,0.485925925925927,0,2.45,1.015
2023-07-10T15:48:26,2.55,1,0.53314814814815,0,0.0,0.996296296296294
2023-07-10T15:48:27,2.55,1,0.580370370370372,0,0.0,0.968518518518517
2023-07-10T15:48:28,2.55,1,0.627592592592594,0,0.0,0.940740740740739
2023-07-10T15:48:29,2.55,1,0.665370370370372,0,0.0,0.912962962962961
