time,FIT101,MV101,LIT101,P101,FIT201,LIT301
2023-07-10T15:44:29,0.0,0,0.809444444444445,0,0.0,0.992407407407407
2023-07-10T15:44:30,0.0,0,0.809444444444445,0,0.0,0.970185185185185
2023-07-10T15:44:31,0.0,0,0.809444444444445,0,0.0,0.942407407407408
2023-07-10T15:44:32,0.0,0,0.809444444444445,0,0.0,0.91462962962963
2023-07-10T15:44:33,0.0,0,0.809444444444445,0,0.0,0.886851851851852
2023-07-10T15:44:34,0.0,0,0.809444444444445,0,0.0,0.859074074074075
2023-07-10T15:44:35,0.0,0,0.809444444444445,0,0.0,0.831296296296297
2023-07-10T15:44:36,0.0,0,0.809444444444445,0,0.0,0.803518518518519
2023-07-10T15:44:37,0.0,0,0.809444444444445,0,0.0,0.775740740740742
2023-07-10T15:44:38,0.0,0,0.773148148148148,1,2.45,0.780740740740741
2023-07-10T15:44:39,0.0,0,0.727777777777778,1,2.45,0.798333333333334
2023-07-10T15:44:40,0.0,0,0.682407407407408,1,2.45,0.815925925925926
2023-07-10T15:44:41,0.0,0,0.637037037037038,1,2.45,0.833518518518519
2023-07-10T15:44:42,0.0,0,0.591666666666668,1,2.45,0.851111111111111
2023-07-10T15:44:43,0.0,0,0.546296296296298,1,2.45,0.868703703703703
2023-07-10T15:44:44,0.0,0,0.500925925925928,1,2.45,0.886296296296296
2023-07-10T15:44:45,2.55,1,0.483888888888891,1,2.45,0.903888888888888
2023-07-10T15:44:46,2.55,1,0.485740740740743,1,2.45,0.92148148148148
2023-07-10T15:44:47,2.55,1,0.487222222222224,1,2.45,0.935555555555554
2023-07-10T15:44:48,2.55,1,0.489074074074076,1,2.45,0.953148148148147
2023-07-10T15:44:49,2.55,1,0.490925925925928,1,2.45,0.970740740740739
2023-07-10T15:44:50,2.55,1,0.49277777777778,1,2.45,0.988333333333332
2023-07-10T15:44:51,2.55,1,0.494629629629631,1,2.45,1.00592592592592
2023-07-10T15:44:52,2.55,1,0.523703703703705,0,0.0,1.00537037037037
2023-07-10T15:44:53,2.55,1,0.570925925925928,0,0.0,0.977592592592591
2023-07-10T15:44:54,2.55,1,0.61814814814815,0,0.0,0.949814814814813
2023-07-10T15:44:55,2.55,1,0.665370370370372,0,0.0,0.922037037037035
2023-07-10T15:44:56,2.55,1,0.70314814814815,0,0.0,0.899814814814813
2023-07-10T15:44:57,2.55,1,0.750370370370372,0,0.0,0.872037037037035
2023-07-10T15:44:58,2.55,1,0.797592592592594,0,0.0,0.844259259259258
2023-07-10T15:44:59,0.0,0,0.807037037037039,0,0.0,0.81648148148148
2023-07-10T15:45:00,0.0,0,0.807037037037039,0,0.0,0.788703703703702
2023-07-10T15:45:01,0.0,0,0.770740740740743,1,2.45,0.788148148148147
2023-07-10T15:45:02,0.0,0,0.725370370370372,1,2.45,0.805740740740739
2023-07-10T15:45:03,0.0,0,0.680000000000002,1,2.45,0.823333333333331
2023-07-10T15:45:04,0.0,0,0.634629629629632,1,2.45,0.840925925925924
2023-07-10T15:45:05,0.0,0,0.598333333333336,1,2.45,0.854999999999998
2023-07-10T15:45:06,0.0,0,0.552962962962966,1,2.45,0.87259259259259
2023-07-10T15:45:07,0.0,0,0.507592592592596,1,2.45,0.890185185185183
2023-07-10T15:45:08,2.55,1,0.481111111111114,1,2.45,0.907777777777775
2023-07-10T15:45:09,2.55,1,0.482962962962966,1,2.45,0.925370370370367
2023-07-10T15:45:10,2.55,1,0.484814814814818,1,2.45,0.94296296296296
2023-07-10T15:45:11,2.55,1,0.48666666666667,1,2.45,0.960555555555552
2023-07-10T15:45:12,2.55,1,0.488518518518521,1,2.45,0.978148148148144
2023-07-10T15:45:13,2.55,1,0.490370370370373,1,2.45,0.995740740740737
2023-07-10T15:45:14,2.55,1,0.491851851851855,0,2.45,1.00981481481481
2023-07-10T15:45:15,2.55,1,0.539074074074077,0,0.0,0.991111111111107
2023-07-10T15:45:16,2.55,1,0.586296296296299,0,0.0,0.963333333333329
2023-07-10T15:45:17,2.55,1,0.633518518518521,0,0.0,0.935555555555552
2023-07-10T15:45:18,2.55,1,0.680740740740743,0,0.0,0.907777777777774
2023-07-10T15:45:19,2.55,1,0.727962962962966,0,0.0,0.879999999999996
2023-07-10T15:45:20,2.55,1,0.775185185185188,0,0.0,0.852222222222219
2023-07-10T15:45:21,0.0,0,0.803518518518521,0,0.0,0.824444444444441
2023-07-10T15:45:22,0.0,0,0.803518518518521,0,0.0,0.796666666666663
2023-07-10T15:45:23,0.0,0,0.794444444444447,1,2.45,0.774444444444441
2023-07-10T15:45:24,0.0,0,0.749074074074077,1,2.45,0.792037037037034
2023-07-10T15:45:25,0.0,0,0.703703703703707,1,2.45,0.809629629629626
2023-07-10T15:45:26,0.0,0,0.658333333333337,1,2.45,0.827222222222218
2023-07-10T15:45:27,0.0,0,0.612962962962967,1,2.45,0.844814814814811
2023-07-10T15:45:28,0.0,0,0.567592592592597,1,2.45,0.862407407407403
2023-07-10T15:45:29,0.0,0,0.522222222222227,1,2.45,0.879999999999995
2023-07-10T15:45:30,0.0,0,0.476851851851856,1,2.45,0.897592592592588
2023-07-10T15:45:31,2.55,1,0.478333333333338,1,2.45,0.91518518518518
2023-07-10T15:45:32,2.55,1,0.48018518518519,1,2.45,0.929259259259254
2023-07-10T15:45:33,2.55,1,0.482037037037041,1,2.45,0.946851851851847
2023-07-10T15:45:34,2.55,1,0.483888888888893,1,2.45,0.964444444444439
2023-07-10T15:45:35,2.55,1,0.485740740740745,1,2.45,0.982037037037031
2023-07-10T15:45:36,2.55,1,0.487592592592597,1,2.45,0.999629629629624
2023-07-10T15:45:37,2.55,1,0.516666666666671,0,0.0,0.999074074074068
2023-07-10T15:45:38,2.55,1,0.563888888888893,0,0.0,0.97129629629629
2023-07-10T15:45:39,2.55,1,0.611111111111115,0,0.0,0.943518518518513
2023-07-10T15:45:40,2.55,1,0.648888888888893,0,0.0,0.921296296296291
2023-07-10T15:45:41,2.55,1,0.696111111111115,0,0.0,0.893518518518513
